ticker,company_name,market_cap,52_week_delta,dividend_payout_ratio,forward_eps,g_revenue,gross_margin_pct,ebitda_margin_pct,price_to_forward_earnings,price_to_book,debt_to_equity,return_on_assets,return_on_equity,largest_institutional_owner,recommendation
JCP,"J.C. Penney Company, Inc. Holdi",374395320.0,-0.17391306,0.0,-0.85,-0.085,0.36518002,0.05689,-1.376,0.43141592,622.35,0.0073,-0.22657,Blackrock Inc.,underperform
SJM,J.M. Smucker Company (The) New,12096779360.0,0.056007147,0.7,8.24,-0.032,0.38164002,0.21244,12.871,1.4943501,74.423,0.043470003,0.06929,"Vanguard Group, Inc. (The)",hold
JCOM,"j2 Global, Inc.",4623062535.0,0.37474716,0.4525,7.62,0.176,0.82556,0.37397,12.45,4.163156,114.861,0.061479997,0.13752,Blackrock Inc.,buy
JBL,Jabil Inc.,5984115200.0,0.6731434,0.1768,3.99,0.139,0.075679995,0.061389998,9.825,3.1885474,133.184,0.03898,0.14982,"Vanguard Group, Inc. (The)",buy
JKHY,"Jack Henry & Associates, Inc.",11441285804.16,0.10716927,0.4361,4.17,0.116,0.40637,0.27763,35.662,7.7473307,5.027,0.10633001,0.19521,"Vanguard Group, Inc. (The)",hold
JEC,Jacobs Engineering Group Inc.,11438094160.0,0.4196025,0.3254,6.49,0.134,0.19485001,0.07301,13.227,1.995954,24.289,0.0395,0.05362,"Vanguard Group, Inc. (The)",buy
JAGX,"Jaguar Health, Inc.",5990864.050000001,-0.9737143,0.0,-0.71,-0.141,-0.63807,0.0,-0.775,0.60583705,34.939,-0.38568002,-2.27853,"Vanguard Group, Inc. (The)",buy
JAKK,"JAKKS Pacific, Inc.",34907590.559999995,-0.5344037,0.0,-0.15,0.183,0.26524,0.02537,-6.609,1.3943741,967.411,-0.00389,-0.99047995,"Renaissance Technologies, LLC",hold
JCAP,"Jernigan Capital, Inc.",398040509.99999994,-0.17145509,0.7035,0.5,0.125,0.91646004,0.0,35.8,0.93049854,28.203,0.09035,0.108950004,"Vanguard Group, Inc. (The)",buy
JBLU,JetBlue Airways Corporation,5325906297.599999,0.056361675,0.0,2.43,0.039,0.3423,0.16361,7.778,1.1453156,52.645,0.048270002,0.12573,"Vanguard Group, Inc. (The)",buy
JMP,JMP Group LLC,57845736.00000001,-0.3419913,0.0,0.31,-0.357,0.86098,0.0,9.645,0.8041958,173.932,0.00055,0.0050999997,"FMR, LLC",none
JBSS,"John B. Sanfilippo & Son, Inc.",855853498.5,0.5731416,0.1508,3.6,0.066,0.18832001,0.0917,27.042,4.7369957,20.528,0.0994,0.20108,Blackrock Inc.,hold
JBT,John Bean Technologies Corporat,3444059416.0,0.48873532,0.0988,5.36,0.016,0.3039,0.13972001,20.291,6.575574,153.466,0.0758,0.27215,Blackrock Inc.,hold
JNJ,Johnson & Johnson,368435474580.48004,-0.040955603,0.7048,9.09,0.019,0.66713,0.34587002,15.4,6.327232,51.898,0.08568,0.23040001,"Vanguard Group, Inc. (The)",buy
JCI,Johnson Controls International ,32469069146.88,0.30313373,0.8254,2.87,0.015,0.32097,0.110810004,14.666,1.6559132,34.658,0.02513,0.05955,Dodge & Cox Inc,buy
JOUT,Johnson Outdoors Inc.,665447653.4000001,0.26128185,0.1277,4.67,0.032,0.44164002,0.12737,16.122,2.3253446,0.0,0.08877,0.14067,"Johnson Financial Group, Inc.",buy
JYNT,The Joint Corp.,243158774.0,1.2503209,0.0,0.31,0.377,0.8706,0.11278,56.581,64.0146,395.875,0.05666,1.00221,Bandera Partners LLC,buy
JLL,Jones Lang LaSalle Incorporated,8695999026.0,0.29219234,0.0857,13.56,0.15,0.68297994,0.109639995,12.444,1.8175749,70.072,0.045029998,0.1102,"Vanguard Group, Inc. (The)",buy
JPM,JP Morgan Chase & Co.,421856560000.0,0.33914518,0.32509997,10.58,0.058,0.0,0.0,12.713,1.7873755,0.0,0.012999999,0.13368,"Vanguard Group, Inc. (The)",buy
JNPR,"Juniper Networks, Inc.",7945944369.919999,-0.14049584,0.7143,1.85,-0.04,0.59036,0.16122,12.832,1.7437931,40.74,0.035380002,0.07937,Dodge & Cox Inc,hold
LRN,K12 Inc,800672205.0,-0.16063738,0.0,0.99,0.023,0.34041,0.058909997,19.747,1.2261665,8.153,0.031159999,0.059580002,"Vanguard Group, Inc. (The)",strong_buy
KAI,Kadant Inc,1132660800.0,0.18873501,0.1667,6.03,0.047,0.41255,0.16874,16.663,2.7966268,85.28,0.0638,0.16267,Wasatch Advisors Inc,buy
KDMN,"Kadmon Holdings, Inc.",614735340.0,1.017621,0.0,-0.62,-0.874,-1.87121,0.0,-7.645,16.067797,65.451,-0.36962003,-0.87651,Perceptive Advisors Llc,strong_buy
KALU,Kaiser Aluminum Corporation,1792058796.0,0.23513162,0.4003,7.81,-0.046,0.19566,0.1279,14.451,2.3764002,54.219,0.06508,0.12708999,Blackrock Inc.,buy
KALV,"KalVista Pharmaceuticals, Inc.",267689841.0,-0.34095812,0.0,-1.92,-0.299,-1.71287,-2.57348,-7.818,2.7375526,1.692,-0.1879,-0.25128,"Sv Health Investors, LLC",strong_buy
KAMN,Kaman Corporation,1816284666.0,0.18203187,0.2963,2.38,0.163,0.29709998,0.09024,27.391,2.3091638,26.021,0.058330003,0.10687,Blackrock Inc.,hold
KSU,Kansas City Southern,14982918736.0,0.5439615,0.2535,8.0,0.07,0.48875,0.48613,18.895,3.0769858,54.289,0.06697,0.111719996,"Vanguard Group, Inc. (The)",buy
KAR,"KAR Auction Services, Inc",2718398030.0,0.09208262,0.5536,1.45,0.146,0.41067,0.22167,14.559,1.6616813,228.622,0.055370003,0.18927999,Blackrock Inc.,buy
KBH,KB Home,3086148838.08,0.7649443,0.0657,3.38,-0.053,0.18669,0.08145001,10.349,1.3668869,82.226,0.04162,0.11334,Blackrock Inc.,buy
KBR,"KBR, Inc.",4105454580.0,0.75766695,0.23879999,1.99,0.115,0.09262,0.06815,14.558,2.2845201,81.233,0.03787,0.11683,Blackrock Inc.,buy
KRNY,Kearny Financial,1197766508.64,0.13562095,0.4894,0.51,0.007,0.0,0.0,27.275,1.0478343,0.0,0.00637,0.0361,Dimensional Fund Advisors LP,buy
K,Kellogg Company,22730505226.24,0.09314942,1.0514,4.02,-0.028,0.32651,0.15104,16.577,8.33521,254.592,0.05486,0.21527,Kellogg W K Foundation Trust,hold
KELYA,"Kelly Services, Inc.",775761464.0,0.0736078,0.1667,2.31,-0.056,0.17997,0.023120001,9.411,0.6814406,6.812,0.02441,0.05876,Blackrock Inc.,buy
KEM,KEMET Corporation,1566192672.0,0.43237484,0.0727,1.97,-0.063,0.35213003,0.21987,13.685,2.4049954,52.724,0.11812,0.27384,Blackrock Inc.,hold
KMPR,Kemper Corporation,4903893618.0,0.11057842,0.1634,6.03,0.072,0.34862998,0.15759,12.202,1.2591769,23.53,0.03355,0.11825,"Vanguard Group, Inc. (The)",buy
KMT,Kennametal Inc.,2975391135.3599997,-0.0025216937,0.3478,2.41,-0.117,0.33173,0.16803,14.9,2.2906168,47.866,0.06652,0.15133001,Blackrock Inc.,hold
KW,Kennedy-Wilson Holdings Inc.,3229318648.6400003,0.16057634,1.2353,-0.4,-0.108,0.63636,0.33205003,-56.675,2.6147635,403.363,0.00364,0.14359,"Vanguard Group, Inc. (The)",buy
KEQU,Kewaunee Scientific Corporation,50058432.03,-0.2290749,4.0,2.16,-0.067,0.17172001,0.02686,8.427,1.0582523,43.935,0.0086900005,0.01424,Northern Trust Corporation,none
KEY,KeyCorp,19413522495.36,0.23366833,0.4344,1.88,-0.072,0.0,0.0,10.484,1.2805352,0.0,0.01208,0.10666,"Vanguard Group, Inc. (The)",buy
KEYS,Keysight Technologies Inc.,19050000000.0,0.7087183,0.0,5.62,0.07,0.58889,0.23681,18.078,6.3416767,59.521,0.0714,0.22843,"Vanguard Group, Inc. (The)",buy
KFRC,"Kforce, Inc.",914243314.0,0.33732545,0.2915,2.75,0.058,0.29317,0.062280003,14.616,4.750059,46.414,0.13248,0.34473,"Vanguard Group, Inc. (The)",none
KRC,Kilroy Realty Corporation,8917729440.0,0.2590325,0.6812,1.83,0.155,0.70234,0.52737,45.967,2.091081,74.784,0.01548,0.07062,"Vanguard Group, Inc. (The)",buy
KE,"Kimball Electronics, Inc.",442247715.0,0.08292377,0.0,0.9,0.18,0.07516,0.06261,19.5,1.2057711,30.324,0.04237,0.09088001,Dimensional Fund Advisors LP,none
KBAL,"Kimball International, Inc.",767512790.0,0.42585027,0.3056,0.85,0.038,0.33408,0.096140005,24.588,3.4307287,9.985,0.10225,0.18811001,Blackrock Inc.,none
KIM,Kimco Realty Corporation,8938672440.640001,0.26821983,1.5135001,0.76,-0.001,0.71489996,0.61864,27.855,1.8235852,108.125,0.025120001,0.07475,"Vanguard Group, Inc. (The)",hold
KMI,"Kinder Morgan, Inc.",45571196078.08,0.23697269,1.0,1.03,-0.086,0.5426,0.46875998,19.534,1.3548821,105.556,0.032279998,0.0594,"Vanguard Group, Inc. (The)",buy
KIN,"Kindred Biosciences, Inc.",305695530.0,-0.37288135,0.0,-1.32,0.725,0.85314006,0.0,-5.924,3.2088635,21.761,-0.32952,-0.612,Park West Asset Management LLC,buy
KNSL,"Kinsale Capital Group, Inc.",2129875020.0,0.57039833,0.136,2.8,0.302,0.17041999,0.21556999,34.329,5.4607434,2.875,0.04125,0.15406,Blackrock Inc.,buy
KIRK,"Kirkland's, Inc.",15438869.000000002,-0.90513283,0.0,-0.74,-0.105,0.29625,0.024230001,-1.473,0.14860259,265.864,-0.02399,-0.12616,Paradigm Capital Management,strong_buy
KRG,Kite Realty Group Trust,1585497088.0,0.16017044,0.0,0.03,-0.126,0.73181,0.63317,629.333,1.2173576,90.91,0.01543,-0.033069998,Blackrock Inc.,hold
KLAC,KLA Corporation,25621011780.0,0.7349293,0.42189997,11.1,0.293,0.57206,0.34152,14.628,9.646506,131.68,0.11378,0.53001,"Vanguard Group, Inc. (The)",buy
KNX,Knight-Swift Transportation Hol,6370215180.0,0.32305527,0.1062,2.18,-0.108,0.26953,0.1929,17.124,1.1364121,20.609,0.039890002,0.071729995,"FMR, LLC",buy
KNL,"Knoll, Inc.",1355886816.0,0.54683113,0.38549998,2.36,0.088,0.3796,0.1279,11.754,3.3389506,141.935,0.06992,0.20642,"FMR, LLC",strong_buy
KN,Knowles Corporation,1975547487.6799998,0.5518466,0.0,1.29,-0.001,0.39837003,0.17142001,16.729,1.5709398,15.971,0.03613,0.090670004,Blackrock Inc.,buy
KSS,Kohl's Corporation,7644461464.32,-0.23685461,0.6065,4.83,-0.001,0.39469,0.10979,9.946,1.4084672,113.968,0.053000003,0.12916,"Vanguard Group, Inc. (The)",hold
KOPN,Kopin Corporation,39429084.24,-0.6557042,0.0,-0.14,0.198,0.11286,-1.00105,-3.352,1.0763762,8.819,-0.29915002,-0.67377,"AWM Investment Company, Inc.",strong_buy
KOP,Koppers Holdings Inc. Koppers H,769148827.9999999,1.1038814,0.0,4.27,0.073,0.18952999,0.104540005,8.703,7.6602764,960.714,0.05426,0.46917,Blackrock Inc.,buy
KFY,Korn Ferry,2266735555.0,-0.10690427,0.1242,3.7,0.041,0.27977,0.14421,10.738,1.7832937,38.106,0.06898,0.154,Blackrock Inc.,none
KHC,The Kraft Heinz Company,38930578759.68,-0.34001654,0.0,2.59,-0.048,0.32773,0.24653,12.309,0.7533081,60.402,0.029409999,-0.18534,"Berkshire Hathaway, Inc",hold
KRA,Kraton Corporation,747573246.0,0.017101407,0.0,3.06,-0.151,0.25008,0.14997,7.706,0.95573926,188.713,0.03051,0.12599,Blackrock Inc.,hold
KTOS,Kratos Defense & Security Solut,1861850400.0,0.18771327,0.0,0.47,0.155,0.26850998,0.09127,37.277,3.2852054,66.025,0.024249999,0.0234,"FMR, LLC",buy
KR,Kroger Company (The),22341177047.04,-0.047879577,0.2944,2.34,0.005,0.22433001,0.04262,11.91,2.5658257,238.31,0.03916,0.20124,"Vanguard Group, Inc. (The)",buy
KRO,Kronos Worldwide Inc,1533545520.0,0.17235339,0.8068,0.88,0.066,0.23597999,0.11354,15.068,1.8107333,54.977,0.04804,0.11823,Lsv Asset Management,hold
KLIC,"Kulicke and Soffa Industries, I",1585154200.0,0.33646822,2.6667001,2.15,-0.243,0.47142,0.07761,11.698,2.0658782,9.767,0.01192,0.01413,Blackrock Inc.,buy
FSTR,L.B. Foster Company,214019239.0,0.11898172,0.0,2.1,-0.077,0.18589,0.06932,9.633,1.5201383,62.657,0.04651,-0.16906999,"Legion Partners Asset Management, LLC",strong_buy
LH,Laboratory Corporation of Ameri,16268134000.0,0.19940412,0.0,12.02,0.034,0.28134,0.16653,13.938,2.2567046,102.579,0.0517,0.10411,"Vanguard Group, Inc. (The)",buy
LADR,Ladder Capital Corp,1847045580.0000002,0.013450265,1.36,1.66,-0.465,0.81222,0.0,10.343,1.2662241,296.524,0.01815,0.07416,Blackrock Inc.,buy
LTS,Ladenburg Thalmann Financial Se,516120860.0,0.3033707,0.0,0.06,0.066,0.28581,0.0,57.833,2.0741184,140.97,0.03926,0.10007,Blackrock Inc.,hold
LBAI,"Lakeland Bancorp, Inc.",844333248.0,0.112374544,0.35819998,1.38,0.137,0.0,0.0,12.116,1.183633,0.0,0.01114,0.10222,Blackrock Inc.,buy
LKFN,Lakeland Financial Corporation,1217348730.0,0.12058759,0.3343,3.08,0.039,0.0,0.0,15.425,2.0688002,0.0,0.017760001,0.15921,Blackrock Inc.,hold
LAKE,"Lakeland Industries, Inc.",84706288.8,-0.14551604,0.0,0.72,0.072,0.32827,0.04543,14.681,1.0122582,5.652,0.020179998,-0.00587,"Private Capital Management, Inc.",none
LRCX,Lam Research Corporation,39024802361.92,0.92978525,0.32819998,18.44,-0.071,0.45126998,0.28503,14.587,7.8942885,91.996,0.12931,0.41404,"Vanguard Group, Inc. (The)",buy
LAMR,Lamar Advertising Company,7491583881.599999,0.21038055,1.0411,3.96,0.094,0.66386,0.43441,21.995,7.4905396,365.318,0.062340003,0.32237,"Vanguard Group, Inc. (The)",hold
LANC,Lancaster Colony Corporation,4313495900.0,-0.12565333,0.471,5.86,0.064,0.25396,0.16094999,26.782,5.7537766,3.771,0.124910004,0.2139,Blackrock Inc.,hold
LNDC,Landec Corporation,325924950.0,-0.1619823,0.0,0.41,0.113,0.13996,0.03296,27.268,1.229923,75.344,0.00415,-0.0115600005,Wynnefield Capital Management LLC,buy
LMRK,Landmark Infrastructure Partner,414269654.0,0.26235747,9.8,0.64,-0.174,0.91141,0.80343,25.531,1.0688821,110.154,0.02681,0.047480002,"HighTower Advisors, LLC",buy
LE,"Lands' End, Inc.",518286927.00000006,0.17599416,0.0,0.62,-0.031,0.42379,0.04516,25.823,1.6595832,134.377,0.018919999,0.03164,"Rbs Partners, L.p.",buy
LSTR,"Landstar System, Inc.",4364991369.0,0.1442765,0.1109,6.06,-0.158,0.21669,0.08451,18.252,5.7738686,19.6,0.14287,0.33188,Blackrock Inc.,hold
LCI,Lannett Co Inc,357371644.0,0.7419355,0.0,1.5,-0.179,0.41123,0.24598,5.907,1.0730289,229.118,0.05187,0.01036,"Telemus Capital, LLC",hold
LNTH,"Lantheus Holdings, Inc.",790849215.0,0.19380534,0.0,1.16,-0.035,0.50569,0.20156,17.371,7.8131056,195.314,0.08487,0.44053,Blackrock Inc.,buy
LTRX,"Lantronix, Inc.",75416337.0,0.1296928,0.0,0.29,0.038,0.5461,0.01746,11.276,2.1289062,2.986,0.00232,-0.07975,Herald Investment Management Ltd,none
LPI,"Laredo Petroleum, Inc.",614177060.0,-0.4095238,0.0,0.85,-0.308,0.66785,0.88462996,3.047,0.55591327,92.6,0.12933,0.046630003,Warburg Pincus LLC,hold
LVS,Las Vegas Sands Corp.,49269573036.8,0.18307519,1.2389,3.36,-0.036,0.79445,0.35491002,19.092,9.193178,188.288,0.100839995,0.34668,Price (T.Rowe) Associates Inc,buy
LSCC,Lattice Semiconductor Corporati,2514897140.0,1.9006116,0.0,0.67,0.02,0.58265,0.22993,28.104,8.119879,59.272,0.060510002,0.078439996,"Vanguard Group, Inc. (The)",buy
LAWS,"Lawson Products, Inc.",466005800.0,0.7422681,0.0,2.05,0.071,0.53360003,0.065,25.366,4.1224036,14.459,0.05843,0.12158,Luther King Capital Management,none
LAZ,"Lazard LTD. Lazard, LTD.",3974373040.0000005,0.061959147,0.68160003,3.78,-0.061,0.899,0.0,10.011,6.5275145,373.017,0.06323,0.36715,"Vanguard Group, Inc. (The)",hold
LZB,La-Z-Boy Incorporated,1447610309.0,0.20098794,0.349,2.48,0.018,0.41114,0.08952,12.585,2.0848362,44.528,0.065960005,0.10549,Blackrock Inc.,hold
LTXB,"LegacyTexas Financial Group, In",2091104748.0,0.22086906,0.2683,3.33,0.013,0.0,0.0,12.775,1.7112515,0.0,0.01599,0.14033,Blackrock Inc.,hold
LM,"Legg Mason, Inc.",3267268834.56,0.47286534,0.0,4.02,-0.02,0.37123,0.19371,9.363,0.8782696,52.941,0.03841,-0.00299,"Vanguard Group, Inc. (The)",hold
LEG,"Leggett & Platt, Incorporated",6760446110.0,0.38844514,0.70269996,2.74,0.135,0.21382,0.14099,18.748,5.385825,191.566,0.071279995,0.24785,State Street Corporation,hold
LDOS,"Leidos Holdings, Inc.",12689796960.0,0.5380676,0.2838,5.41,0.101,0.13813,0.09854,16.569,3.893836,108.923,0.0563,0.20188,"Vanguard Group, Inc. (The)",buy
LMAT,"LeMaitre Vascular, Inc.",687500807.0,0.31178272,0.3421,0.95,0.204,0.68568003,0.23422001,36.2,4.8280215,4.512,0.086890005,0.14455,Blackrock Inc.,buy
LEN,Lennar Corporation,16549363056.960001,0.4677539,0.026099999,6.02,0.033,0.20395,0.114700004,9.822,1.2217699,66.484,0.05208,0.13313,"Vanguard Group, Inc. (The)",buy
LXRX,"Lexicon Pharmaceuticals, Inc.",547300800.0,-0.29859155,0.0,-1.99,41.269,0.79828,0.62576,-2.588,3.3225808,149.894,0.33938998,2.43126,Artal Group S.A.,hold
LXP,Lexington Realty Trust,2826604008.96,0.27574372,0.533,0.14,-0.187,0.87684,0.79332,79.429,1.8651459,84.329,0.02163,0.15096,Blackrock Inc.,buy
LHCG,LHC Group,4167316525.0,0.3213017,0.0,4.72,0.042,0.36556,0.10431,28.019,2.9322424,22.135,0.0616,0.07786,Blackrock Inc.,buy
BATRA,Liberty Media Corporation - Ser,297070598.0,0.121212125,0.0,-0.2,0.06,1.0,0.097049996,-144.65,3.4671621,124.641,-0.00784,-0.01905,Gamco Investors Inc,buy
LBRDA,Liberty Broadband Corporation,3088295586.0,0.49283206,0.0,2.41,0.055,0.7946,-1.66759,48.585,2.0031478,5.396,-0.0013400001,0.00378,"Vanguard Group, Inc. (The)",buy
LPT,Liberty Property Trust,9701400280.0,0.3270806,1.094,1.41,-0.003,0.747,0.63003,43.61,2.52422,77.989,0.023,0.06292,"Vanguard Group, Inc. (The)",hold
LSXMA,Liberty Media Corporation - Ser,4878610940.0,0.2093854,0.0,2.23,0.37,0.50443,0.29607,21.251,1.397729,57.82,0.034649998,0.044949997,"Berkshire Hathaway, Inc",buy
LTRPA,"Liberty TripAdvisor Holdings, I",523801740.0,-0.61657757,0.0,-0.08,-0.066,0.76575,0.19287,-90.75,1.593853,17.134,0.01575,0.01918,"Vanguard Group, Inc. (The)",hold
LSI,"Life Storage, Inc.",5045010597.0,0.085415244,0.607,3.45,0.03,0.66446,0.58157,31.342,2.3577766,89.363,0.03533,0.14748,"Vanguard Group, Inc. (The)",buy
LCUT,"Lifetime Brands, Inc.",141995424.0,-0.42128408,0.0,0.7,0.029,0.35734,0.08166,9.543,0.5727514,192.989,0.02585,-0.07659,Mill Road Capital Management LLC,hold
LFVN,Lifevantage Corporation,215281220.0,0.08339226,0.0,0.8,0.011,0.83245003,0.05763,19.25,7.2951202,14.137,0.12819,0.31149998,"Renaissance Technologies, LLC",buy
LWAY,"Lifeway Foods, Inc.",30948503.0,-0.15744674,0.0,0.04,-0.072,0.26955,0.01713,49.25,0.7342527,12.116,-0.01698,-0.07818,"Renaissance Technologies, LLC",none
LGND,Ligand Pharmaceuticals Incorpor,1868043224.0,-0.27822888,0.0,3.55,-0.457,0.61765,0.40949002,29.961,2.1961594,75.524,0.01287,0.76664,Blackrock Inc.,buy
LPTH,"LightPath Technologies, Inc.",15310437.0,-0.61509436,0.0,0.04,-0.117,0.36231998,0.080520004,14.812,0.47475958,27.692,-0.01163,-0.10318,Royce & Associates LP,hold
LLNW,"Limelight Networks, Inc.",468422459.99999994,0.3438486,0.0,0.08,0.041,0.49348,-0.025390001,50.25,2.9667897,9.626,-0.07122,-0.14581999,Blackrock Inc.,buy
LMNR,Limoneira Co,361498752.0,-0.036631823,0.0,0.6,0.273,0.07646,-0.009330001,33.9,1.7006689,46.992,-0.014780001,-0.022969998,Global Alpha Capital Management Ltd.,buy
LINC,Lincoln Educational Services Co,58411385.5,-0.19444448,0.0,0.25,0.036,0.53942,0.032780003,9.26,1.7392938,214.214,0.00321,-0.0631,Heartland Advisors Inc.,none
LECO,"Lincoln Electric Holdings, Inc.",5684383152.0,0.14626563,0.3775,5.11,-0.009,0.33877,0.15258999,18.192,6.9926286,96.02,0.09952,0.36304,"Vanguard Group, Inc. (The)",hold
LNC,Lincoln National Corporation,11479398743.04,0.06294727,0.3556,10.05,0.088,0.24139999,0.08352,5.759,0.57399,37.732,0.0027599998,0.048649997,"Vanguard Group, Inc. (The)",buy
LNN,Lindsay Corporation,983694998.0,-0.053108394,6.2,3.25,-0.173,0.25808,0.045339998,27.991,3.6587033,43.27,0.00764,0.00797,Blackrock Inc.,hold
B,"Barnes Group, Inc.",3095069317.0,0.09632039,0.21190001,3.43,0.008,0.35599,0.22017999,17.793,2.5561233,75.155,0.05736,0.12922,Blackrock Inc.,buy
LQDT,"Liquidity Services, Inc.",217386106.0,0.071661234,0.0,-0.04,0.125,0.49491,-0.059359998,-161.5,1.7865045,0.0,-0.05309,-0.12235,Blackrock Inc.,none
LAD,"Lithia Motors, Inc.",3598516950.0,1.2543147,0.1047,12.91,0.078,0.15328,0.04558,12.309,2.7124228,263.177,0.05534,0.20542999,Blackrock Inc.,buy
LFUS,"Littelfuse, Inc.",4489910140.0,0.07226586,0.2965,6.8,-0.176,0.37146,0.19628,27.107,3.0486917,47.705,0.0507,0.09967,"Vanguard Group, Inc. (The)",hold
LYV,"Live Nation Entertainment, Inc.",14874633599.999998,0.2749262,0.0,0.39,-0.016,0.26681998,0.06831,178.462,11.393026,204.674,0.024400001,0.06296,Blackrock Inc.,buy
LOB,"Live Oak Bancshares, Inc.",702262583.5,0.40789473,0.22639999,0.63,-0.063,0.0,0.0,30.563,1.4680542,0.0,0.0053899996,0.04315,Price (T.Rowe) Associates Inc,buy
LPSN,"LivePerson, Inc.",2446027185.0,0.9107883,0.0,-0.23,0.171,0.73543,-0.15569,-160.652,14.349515,119.421,-0.100439996,-0.4559,Blackrock Inc.,buy
LKQ,LKQ Corporation,10873272327.679998,0.40734887,0.0,2.57,0.008,0.38682,0.10301,13.805,2.2564232,107.432,0.0508,0.0911,"Vanguard Group, Inc. (The)",buy
LMT,Lockheed Martin Corporation,108439378315.52,0.31213415,0.41830003,24.26,0.06,0.14029999,0.15835,15.847,27.749386,371.679,0.10781,2.42357,State Street Corporation,buy
L,Loews Corporation,14892771130.56,0.12193489,0.1366,2.95,0.019,0.41898,0.14649001,16.973,0.7714827,54.762,0.00925,0.02034,"Vanguard Group, Inc. (The)",hold
LPX,Louisiana-Pacific Corporation,3368552040.0,0.34241426,1.07,1.75,-0.182,0.13844,0.08853,16.389,2.7769172,32.082,0.024719998,0.039389998,Blackrock Inc.,buy
LOW,"Lowe's Companies, Inc.",89279008931.84,0.31727755,0.5407,6.68,-0.002,0.31857002,0.108339995,17.437,36.38863,906.713,0.10451999,0.75064003,"Vanguard Group, Inc. (The)",buy
LPLA,LPL Financial Holdings Inc.,7433228323.839999,0.54315996,0.1555,7.32,0.064,0.2916,0.18676001,12.563,7.332164,256.051,0.09854999,0.55366004,Janus Henderson Group PLC,buy
LXU,"LSB Industries, Inc.",98723632.0,-0.48882264,0.0,-1.52,-0.054,0.06549,0.15906,-2.257,0.35197538,92.895,-0.00464,-0.09156,SECURITY BENEFIT LIFE INSURANCE CO,none
LKSD,"LSC Communications, Inc.",11255948.84,-0.95731884,0.0,-1.69,-0.178,0.13507,-0.02409,-0.199,0.073721185,616.447,-0.065749995,-0.7655,"AQR Capital Management, LLC",underperform
LYTS,LSI Industries Inc.,155330105.0,0.4963503,0.0,0.35,0.044,0.2321,0.03959,17.0,1.2584602,27.504,0.00908,-0.10304,Dimensional Fund Advisors LP,strong_buy
LTC,"LTC Properties, Inc.",1831758336.0,0.050480247,0.9268,2.17,0.12,0.92816,0.82308996,21.235,2.33222,86.141,0.04473,0.12254,Blackrock Inc.,hold
LUB,"Luby's, Inc.",64180446.96,0.3782053,0.0,0.08,-0.149,0.26946,0.00093000004,26.705,0.6339466,45.048,-0.044359997,-0.14246,Bandera Partners LLC,none
LL,"Lumber Liquidators Holdings, In",273604394.0,-0.09817135,0.0,0.49,-0.024,0.35649,0.024600001,19.449,1.9063812,145.132,0.016970001,-0.36659,Blackrock Inc.,hold
LITE,Lumentum Holdings Inc.,5321396000.000001,0.57754135,0.0,5.54,0.271,0.36518002,0.20101,12.442,3.4076526,59.751,0.04044,-0.027479999,Blackrock Inc.,buy
LUNA,Luna Innovations Incorporated,223830236.0,1.3512657,0.0,0.24,0.724,0.48589,0.087910004,30.917,3.4479556,5.707,0.029690001,0.048800003,"Renaissance Technologies, LLC",buy
LDL,"Lydall, Inc.",340117548.0,-0.037829757,0.0,1.56,0.037,0.19744,0.09989,12.442,0.8911436,81.453,0.03444,0.0188,Blackrock Inc.,buy
WLH,Lyon William Homes,691957550.0,0.8143972,0.0,2.16,-0.127,0.16964,0.05583,9.699,0.8849371,139.979,0.02307,0.08922,Blackrock Inc.,buy
MTB,M&T Bank Corporation,22042598400.0,0.085829735,0.2878,13.61,0.027,0.0,0.0,12.273,1.520702,0.0,0.01636,0.127,"Vanguard Group, Inc. (The)",hold
MDC,"M.D.C. Holdings, Inc.",2475200046.0,0.43240345,0.36580002,4.11,-0.017,0.20222001,0.09486,9.62,1.4544251,66.189,0.055609997,0.12394,Blackrock Inc.,buy
MHO,"M/I Homes, Inc.",1287537675.0,1.0281692,0.0,5.13,0.151,0.19354,0.07949,8.918,1.348722,91.001,0.05434,0.13209,Blackrock Inc.,hold
MTSI,MACOM Technology Solutions Hold,1628883820.0,0.53692114,0.0,0.73,-0.258,0.44167,0.01715,33.726,5.18862,220.693,-0.046290003,-0.78121,Blackrock Inc.,hold
MCBC,Macatawa Bank Corporation,367859880.0,0.13235283,0.3077,0.81,0.071,0.0,0.0,13.333,1.7368929,0.0,0.01518,0.1559,Dimensional Fund Advisors LP,hold
MAC,Macerich Company (The),3845233082.24,-0.44221413,5.2632003,0.38,-0.04,0.63469005,0.61253,71.632,1.42141,187.484,0.01907,0.027780002,Ontario Teachers' Pension Plan Board,hold
CLI,Mack-Cali Realty Corporation,1959556013.44,0.014204502,0.39220002,-0.6,0.002,0.58399,0.47217,-36.067,1.2483416,138.598,0.0072600003,0.11778,"Vanguard Group, Inc. (The)",hold
MGNX,"MacroGenics, Inc.",456396543.0,-0.30774647,0.0,-3.91,-0.099,-2.47284,0.0,-2.386,1.7883841,12.358,-0.31870002,-0.6175,Bellevue Group AG,buy
M,Macy's Inc,4862322225.92,-0.5138191,0.4871,2.33,-0.042,0.403,0.07627,6.755,0.8029793,123.857,0.03694,0.16476,"Vanguard Group, Inc. (The)",hold
